Identifier	F516_21h	F516_29h	F516_33h	F516_37h	F516_41h	F516_45h	F516_49h	F516_53h	F516_57h	F517_21h	F517_29h	F517_33h	F517_37h	F517_41h	F517_45h	F517_49h	F517_53h	F517_57h	F518_21h	F518_29h	F518_33h	F518_37h	F518_41h	F518_45h	F518_49h	F518_53h	F518_57h
SCO0016	1.2844394408906936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07407407407407407	0.2962962962962963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO0017	1.2844394408906936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07407407407407407	0.2962962962962963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO0018	1.2844394408906936	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.07407407407407407	0.2962962962962963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4247485948619913	0.0	0.0	0.25925925925925924	0.0	0.0	0.0	0.0	0.0
SCO0019	1.2844394408906936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07407407407407407	0.2962962962962963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO0020	1.2844394408906936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07407407407407407	0.2962962962962963	0.0	0.0	1.4586315141604476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2962962962962963	0.25925925925925924	0.0
SCO0021	7.046609743798582	6.898874785281356	7.2811087761522675	6.070140147729559	4.8321761287414775	4.332046353941032	4.621746629424547	5.600740937073186	5.351997901704724	7.242754226597986	7.086326304369256	5.115520262261077	6.0889665272474955	5.879637243952448	5.793417115443984	5.83433768617888	4.797725874546297	5.632157787491862	6.977833909051385	6.893660567689427	5.081309472563439	5.157281521308616	4.714531097880942	5.567129375466234	4.5524935614259885	4.464815256404683	5.395359141696564
SCO0022	3.522350172617969	4.012984952410216	4.541642372779956	4.269595205483696	4.841860523903133	4.781016267502716	4.5994514828025705	5.05854944641126	4.84539390226978	4.673762764622776	4.598231245215102	4.613416480416415	3.8254275668483757	4.480253289916622	3.5983796996804376	4.708316074567563	4.160642400582111	4.7925168789057215	4.048190348399838	4.31150537826344	5.040127130504288	4.0773975641195195	5.157281521308616	4.346226240599355	4.35707850027837	4.950712952648472	4.909077985683692
SCO0025	1.2844394408906936	3.1689586097160802	2.602226178049403	3.1242532114449535	3.2854396825622945	3.52335846491468	3.5172472399499175	2.6256542883397893	2.5647792900166078	4.4846697530377035	2.856790516053051	3.3059495183345398	3.6660164982892294	1.4586315141604476	2.4247485948619913	2.3849510813263675	1.9459956027055383	1.2062469886437222	3.712772552919272	2.8715145167015965	3.165670611036234	3.076717779257584	3.249931944965775	2.677482205357973	2.8078325287282446	3.262546002389837	3.1019048289466036
SCO0026	8.756338818298456	8.267024989679465	8.341487110158846	7.702137741106002	6.105210224783125	5.941672832029973	5.618695271713174	7.325122808639796	6.876610513687846	8.762883023818729	8.13664014383535	7.436851798634327	7.662831292636374	7.521491759172227	7.50169331910984	7.535870316083887	6.790583278136544	7.2634263039248985	8.736061482501734	8.268085802847782	6.122764763358121	6.248732476691496	5.644006652483972	7.292162567628537	6.869032721102437	5.26672337514104	6.966788304715733
SCO0027	4.747613970361306	3.1689586097160802	3.1278965587138785	3.574263881520992	4.173223614296392	4.538201086158853	3.775450780439912	2.8052025471565334	4.0953172485823774	4.825313689292944	4.048755783831442	3.978324930666324	3.1674315326754883	2.705414291836485	3.5983796996804376	3.673253284785209	3.549399255660822	3.1535636204556443	4.344343048723936	3.7521659237158262	3.9762058586505717	4.921378376241512	4.602826682757967	4.174169358448507	4.039144628470403	4.323903148334106	3.9175357647569156
SCO0028	3.522350172617969	0.0	2.602226178049403	1.935577182563081	2.800473824171376	2.8715145167015965	3.0826292043729886	2.6256542883397893	2.1924399560127017	2.4159344004560435	0.2962962962962963	3.3515054898416117	2.3318343649695947	1.4586315141604476	1.6134827934502651	1.581097774384284	3.4228017043957237	2.3318343649695947	0.0	1.992546415789425	2.565966888857714	2.8715145167015965	3.574263881520992	0.893790046416489	2.6317480712318075	3.262546002389837	3.1019048289466036
SCO0029	5.425795450878195	5.288674133316195	4.1878623946196125	3.6970335284397846	4.311939803686106	4.393982189015853	4.351962540320463	3.0940379364445505	3.8258842715564176	5.983208620169789	4.932981059606483	4.0938717163055465	3.1674315326754883	3.9293975830679253	3.5983796996804376	3.9014895423862677	3.7286287485384495	4.18923277575746	6.092315052608111	5.218157620808729	4.012984952410216	4.670270392042687	4.489362681017642	3.9311622228212637	4.250306786560409	4.290626802299304	4.393982189015853
SCO0030	1.2844394408906936	3.1689586097160802	1.6964635055840873	3.29404914511497	3.9586051348603535	4.381068021721263	3.8232357381628166	4.236159908081845	4.323280794776846	2.4159344004560435	3.600704345644954	3.652778760869	4.12272750261296	3.677319580862359	4.214883067854536	3.673253284785209	3.636615384940429	3.3186886350095004	2.4247485948619913	3.7521659237158262	4.330187059552925	4.597011007627634	4.734709465016158	3.549399255660822	4.332837970637054	4.311070952840773	3.7190293980814273
SCO0031	7.215748246520207	6.978382182987293	6.875844272346132	7.654554100402969	6.719583791556703	6.067763688299274	6.439700865850992	7.115515873469848	6.530252840366811	7.3137576781106315	6.930154448899072	5.625353063126778	7.368338922279608	7.221015748676931	7.429915685153111	7.333471265370919	7.082429501013348	7.155084785077958	7.026112691508518	6.96535185543158	5.629950877153536	6.895645425570568	6.159841177365456	7.11516022550111	6.726061911023979	6.19561438775871	7.026833632895855
SCO0032	1.2844394408906936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07407407407407407	0.2962962962962963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO0033	6.158458657650867	5.986807072315164	6.149454738508636	12.119417021323287	11.477254530164645	11.147337881581533	11.319051124079817	10.634801414711038	10.738551588526187	6.082126435671834	5.391253433719431	7.148239016650299	11.178211530715704	10.914604910289803	10.89377942820345	10.958903429327762	10.866638595901602	10.932277289710983	5.983083483759136	5.997768360018441	8.239238967296847	11.217502597824186	11.238596778039925	10.955493511581976	11.012546802641877	11.145363176037133	11.240847897307582
SCO0034	4.0773975641195195	3.7501599209429406	3.5172472399499175	4.349299152663141	4.658134258729773	4.508379563944635	4.538489916807947	4.393982189015853	4.174690661604497	4.013813389929789	4.378394134511352	4.323903148334106	4.015982917301237	4.075727731768341	3.3304074653783906	4.073040094364492	4.160642400582111	4.7925168789057215	0.0	3.4228017043957237	4.675716341137564	5.509451296133673	4.486133768122971	4.174169358448507	4.465120592011878	4.464815256404683	4.613805086854105
SCO0035	4.0773975641195195	2.677482205357973	4.381068021721263	3.4167769994429653	2.800473824171376	3.262546002389837	3.3059495183345398	4.332837970637054	3.730194199267098	2.4159344004560435	4.048755783831442	2.6851666382081385	3.4228017043957237	3.677319580862359	3.5983796996804376	1.581097774384284	2.63551720815931	4.02092031104211	3.712772552919272	2.8715145167015965	3.784548259707659	2.694806094284549	3.4161483451480885	2.847076492693748	3.7653576410216147	2.967400810781128	2.705414291836485
SCO0036	5.541769498184835	4.963297200467686	4.79310085356714	4.029877027684259	3.4278761423528255	3.8249708621403338	3.673867485969194	3.5983796996804376	3.8258842715564176	4.4846697530377035	5.4760678351857095	2.824473695017595	4.015982917301237	4.075727731768341	3.8258842715564176	4.354520520299417	4.229316382827998	4.287963558354139	4.837596246528657	4.994750295342849	3.4267743888937865	3.772186871551629	3.574263881520992	3.179405156635673	3.7004624569973705	3.5243667572113906	3.1019048289466036
SCO0037	8.574504911974753	8.754076211722785	8.924852368059613	8.135487198538925	7.453796281394949	7.24510294756043	7.493546942664564	7.62467805987783	7.862131531665707	8.742402769367674	8.569724111186048	7.800834647560082	7.847864568839576	7.758560850548489	7.826185913089099	7.892112149949164	7.817444871286444	7.854542175252246	8.582513941373971	8.753307893601654	7.1984713709480905	6.876610513687846	6.78442371533442	7.714237284993076	7.722889739855326	6.884492793001022	8.15506974504068
SCO0038	5.862859437355264	6.550351379924095	7.244275098606746	6.7323219144307185	4.51251140134947	3.9186045702727723	4.673762764622776	5.552076497956555	5.351997901704724	6.616875617865693	6.897866232463825	5.09313267247836	6.71345389978695	6.503777556602403	6.424766328098551	6.491079266048999	5.650028589348915	5.394661344233951	6.174701688486554	7.474226698842674	4.074057899417163	4.724649046566822	4.097508908645038	6.228377092264719	5.294320138203987	4.069080271997215	6.48721667899516
SCO0039	4.967911230692695	5.288674133316195	4.919145093110425	5.136832439546858	5.50322267891172	5.436348397594992	5.350097305806392	4.393982189015853	4.695414104221823	4.4846697530377035	5.73732198472724	5.196018979197634	4.748130236693079	4.579193473891296	4.764211077468773	5.06497328522954	4.592173281666839	4.7925168789057215	4.980178274589233	4.994750295342849	5.3816220129032235	5.458633678123822	5.625861541254148	4.762413141013649	5.073210041575335	5.385123336584685	5.133890041787037
SCO0040	4.0773975641195195	4.734709465016158	5.542366557483463	5.6050849314239635	7.005193963902329	6.744573140150937	6.3621105590059805	5.193988705669787	5.738666681678218	4.825313689292944	5.175945874298109	6.169074060327774	4.652113847744673	5.076286542618337	5.618544755400519	5.661834561833922	5.06497328522954	5.489635173083642	3.712772552919272	3.7521659237158262	6.775550231992096	6.108607041185159	7.364183051182219	5.397375427116466	5.524152888921687	6.96207300866976	5.97045702145056
SCO0041	4.0773975641195195	3.7501599209429406	3.764568269251957	4.029877027684259	5.2466263975445235	5.176118797716246	5.1756725583586425	4.103046940966188	4.695414104221823	2.4159344004560435	2.856790516053051	4.477583145409694	3.8254275668483757	3.4143188953831234	3.3304074653783906	3.9014895423862677	4.481499582544966	3.4505931532915293	4.048190348399838	3.4228017043957237	5.2236872781337675	5.237236912922322	5.465448437555332	4.174169358448507	4.748130236693079	5.4098040118744	5.196400490739054
SCO0042	4.0773975641195195	4.16817018941744	4.541642372779956	5.650207296201391	6.37660587803986	6.046795175099861	6.038146130632096	5.3479127844007195	6.067963813391062	3.184889182254683	4.378394134511352	5.607867364977656	4.12272750261296	4.579193473891296	4.381068021721263	5.06497328522954	4.6389220219127	4.542275938209925	5.09313267247836	4.475444678420436	6.055947476226418	6.139675706181746	6.811403315789423	4.81100801926262	5.867978577784834	6.409089945734283	5.7233528065611
SCO0043	5.997128329687746	6.1624128839440555	6.441215359742453	5.848248076962871	5.666031118245781	5.361609498110671	5.192944469538265	6.446618803522	6.267909923663877	5.983208620169789	6.055840395622825	5.175945874298109	6.39210286086974	6.574412873051093	6.280342987411719	6.334063075778201	6.050584800645138	6.556438271609263	6.248732476691496	6.167493323281375	5.73756137331995	6.221151600436258	5.625861541254148	5.899804935000896	5.726309297213251	5.4098040118744	6.423765117053867
SCO0044	5.425795450878195	4.012984952410216	4.381068021721263	4.5427753279803005	5.224568984350233	5.225266096784029	4.958045154228867	5.0051897554068105	5.614369716755149	5.170870464046622	4.598231245215102	4.7486415626014145	4.015982917301237	5.285572593331533	4.214883067854536	4.475444678420436	4.319917678943889	4.948677456176019	4.715499204846141	5.1112590946516265	5.208934572587986	5.157281521308616	5.32697904825665	4.659778107937297	5.073210041575335	5.157281521308616	5.073992417199898
SCO0045	1.2844394408906936	2.677482205357973	1.6964635055840873	0.0	2.8078325287282446	2.5463615576095493	2.303034084278352	2.2965553552968454	2.5647792900166078	2.4159344004560435	2.856790516053051	2.057837462978239	3.1674315326754883	1.4586315141604476	0.0	1.581097774384284	1.9459956027055383	2.3318343649695947	0.0	2.8715145167015965	2.279147228040817	3.673253284785209	2.847076492693748	0.893790046416489	2.1924399560127017	2.800473824171376	3.7190293980814273
SCO0046	4.747613970361306	4.734709465016158	4.674927038385238	4.1864920134817645	5.578299703893446	5.391100329719735	4.941788109331954	4.88651863203627	4.695414104221823	4.261651597782009	3.600704345644954	5.09313267247836	4.748130236693079	3.677319580862359	4.042108074499121	2.839390613077473	5.006796503776641	5.040127130504288	3.712772552919272	4.748385899647246	5.112471188382897	4.958571593459227	5.633400642970724	5.176523034915553	4.839047797897296	5.453567332103301	4.909077985683692
SCO0047	8.071152547476236	8.168105698458774	8.073358058524692	7.466949329207154	7.831216140148117	8.098164922208099	8.16159281979116	7.654554100402969	7.709516113624032	8.27666537369216	7.979797927722103	8.1862321788713	7.250212756997124	7.583075641943456	7.789035001270697	7.776605743043396	7.832870288213359	7.80556002493637	8.163986872032782	8.262397539968799	7.776011019582339	6.842716234214191	7.8564500392799355	7.885846972279456	7.669733947092266	8.017740043612978	8.140180105649183
SCO0048	5.862859437355264	4.345642265937936	3.5172472399499175	3.574263881520992	3.908978250813663	3.6933447197788674	3.3059495183345398	3.889985066446076	3.3304074653783906	5.565646700151451	5.2755930483255815	3.796829129501884	4.2887013809061685	4.345934253268646	4.042108074499121	3.673253284785209	3.320687670442225	3.4505931532915293	5.34436961406983	4.748385899647246	4.012984952410216	4.349299152663141	3.8254275668483757	3.7318865089693576	3.4228017043957237	3.5960550537159217	4.174690661604497
SCO0049	5.541769498184835	5.139385963578958	5.460357926353294	4.603718397187228	3.4278761423528255	3.6933447197788674	3.3850364453741246	4.393982189015853	4.174690661604497	5.4917950104322415	5.391253433719431	3.591737108798512	4.539031987029208	4.2030120355868235	4.650016847166733	4.580122769482512	3.9311622228212637	4.375261590840115	5.791648115969677	5.751079697908435	4.012984952410216	4.99160353605688	3.424788046644755	4.716863497168216	3.3515054898416117	3.3515054898416117	4.0484730661156405
SCO0050	7.117493527542504	6.800424299080465	7.097220364069294	6.84635881801079	4.709286056937224	4.31150537826344	4.381068021721263	6.17535613086603	5.466912451043727	7.1062240669637635	7.058578539334919	4.724289226017444	6.725390844868271	6.7842279523934295	6.5720799036846715	6.467598938757134	5.928729006739797	6.525400248010178	6.958914968229033	6.893660567689427	4.345642265937936	5.498592173008167	4.344343048723936	5.676732557652509	5.01300846519982	4.214883067854536	6.389870814266596
SCO0051	5.862859437355264	5.679630759343782	5.844153026690358	5.083478062070245	5.26831213865446	5.340643697280315	5.09313267247836	5.139385963578958	5.175945874298109	5.73841523109812	5.391253433719431	4.952757429474956	5.321489373523045	5.693136654316826	5.878546620081086	5.06497328522954	4.762888001004052	5.098685134133116	6.055337500597548	5.318995435439289	5.411377561860785	5.733062520804094	5.270814117173831	5.50929083574243	5.073210041575335	4.8849387301197496	4.995567829250576
SCO0053	7.644304918034935	7.51452613596692	7.620297801490055	6.997263187405753	6.241914173649168	5.790317353013054	5.859316180073353	6.200416152800691	6.100313857591921	7.519845350351905	7.329511015385272	6.191375670898776	6.898874785281356	6.706951770790631	6.592422673786084	6.626119914659412	6.198762674465327	6.540446872249733	7.306605887610512	7.5743745627961765	6.149454738508636	5.969223426220803	5.988333649031826	6.555905672316881	5.7905092137206715	5.73841523109812	6.608673348246571
SCO0055	9.778918191236539	9.813140203490276	10.067826300211067	9.347191917968619	9.00327120877684	8.619794008214257	8.962965120574388	8.850884648803968	9.049455183906636	9.825685751123535	9.836896016564324	9.779208391603175	9.33313780018372	8.97514650832436	9.013679105380461	9.07310659901487	8.943348645696876	8.877546569897378	9.836498429944543	9.89414037125164	9.643516236640515	9.237752435668973	8.72720124330021	8.919799680874078	8.827716117768263	8.493479744246672	8.970031184389232
SCO0056	3.522350172617969	0.0	1.6964635055840873	0.0	0.8490671297631771	0.3333333333333333	0.8675856482816956	1.8763261358246264	1.4826435349648395	2.4159344004560435	0.2962962962962963	0.9658079850759567	0.0	0.0	0.0	2.3849510813263675	0.0	1.2062469886437222	2.4247485948619913	1.992546415789425	0.0	0.9014759260327639	1.1164692681519641	2.1123791227836577	0.8490671297631771	1.122430899538767	2.2965553552968454
SCO0057	4.747613970361306	5.442574751496479	5.287503462741879	4.098927160383099	1.6774052399237256	2.704405999539774	2.485960866251328	2.8052025471565334	3.5769391260390453	4.4846697530377035	5.791372670286112	3.5658727683524107	5.091168255452107	4.2030120355868235	3.8258842715564176	3.4384662510311648	1.4906613017662487	4.18923277575746	4.344343048723936	5.59170984863924	2.7570332654577454	2.4047170811699776	2.3318343649695947	3.409352795352119	2.582384332380246	2.317434224623973	3.7190293980814273
SCO0058	9.29490671793618	8.746483611306461	8.472116929007363	7.724462515410783	6.541107750933807	6.30982737380867	6.200416152800691	7.176295392346414	6.876610513687846	9.363628577041158	8.717524561810375	7.821001231297206	7.877436749652251	7.465560044836295	7.338586386986887	7.392633550885068	7.135980901512259	7.199187326880852	9.084880416848788	8.77073352230055	6.790583278136544	6.182464114683214	6.400789649157935	7.47960821522368	6.654294326874705	6.043834717976515	7.171717987083603
SCO0059	6.847731140815878	6.691584258337706	6.71345389978695	6.543031217681998	5.948769155724648	6.054834605572271	6.022584485490619	6.104204295171022	5.544041928207234	7.020405633518611	6.5370894827078105	5.79530542570187	6.348135774407809	6.244563049348962	6.077371767205592	6.1624128839440555	6.198762674465327	5.537102334499595	6.933327032285753	6.6620577681462665	6.0055770207038455	5.498592173008167	6.376434066677119	5.838058601288546	5.556112444741228	5.832591376119897	6.307502134432639
SCO0060	4.0773975641195195	2.677482205357973	1.6964635055840873	2.2928688488690336	2.6201621323505284	3.114208334843697	2.8052025471565334	3.290088974491326	3.1204749866287886	3.184889182254683	4.048755783831442	2.6201621323505284	2.8042968138142936	2.705414291836485	0.0	3.179405156635673	2.8617651409060674	2.944355827416847	4.048190348399838	3.4228017043957237	2.677482205357973	2.694806094284549	2.680800500224108	3.0411240619305655	2.1924399560127017	3.4267743888937865	3.549399255660822
SCO0061	7.657711765593763	7.31505241753142	7.542356285012303	7.141685746193614	6.884033059126099	6.765247807237136	6.2114812309176015	6.9784989768035475	6.9884066477180395	7.242754226597986	7.086326304369256	7.218764114949498	6.688104199636763	6.7842279523934295	6.7044140743858875	6.85073326942825	6.756248606087257	6.8236146275905	7.692275284013932	7.141685746193614	6.885596330915958	6.031885378903835	6.958914968229033	6.752247507513437	6.451751827305094	6.340720439216035	6.6359848744684555
SCO0062	9.056686280358756	8.513848269607942	8.801551987529633	7.610256252601692	7.290878923473561	7.267299217919419	7.250056747690202	7.638554033634009	7.652150832654332	8.922557025940105	8.418112127592202	8.489654869815006	7.622952684252611	7.710011337253397	7.856856593451271	7.84095812654596	7.7005280757944865	7.525290939669982	8.930654024930751	8.507190115289738	7.756159616012284	7.268797859012228	7.440772662226211	7.59814932641099	7.564104288605594	7.008459272467173	7.477772739100397
SCO0063	6.446910197956068	6.446327409087931	6.229729113495235	5.650207296201391	6.118360109602424	6.288358986149668	5.983333756580443	5.552076497956555	5.829255510224586	6.735288103965419	6.5370894827078105	5.97943794829868	6.009565051616497	5.5790975887769205	6.195817170353753	6.0163686126437135	5.708922219138181	5.157281521308616	6.596766767733727	6.550606748318633	5.9346289288267045	5.721929126260155	6.429778076219133	5.567129375466234	5.623115908072541	6.429778076219133	5.566884503369128
SCO0064	6.158458657650867	5.738540956388169	6.009443887804149	5.848248076962871	7.299279756903969	7.407558357740501	7.149902547382081	6.642837430388478	6.902438767896681	5.73841523109812	6.135375323875537	6.734120938877081	6.140839191420778	6.218096139178977	6.138512220942716	6.1624128839440555	6.316712642716054	6.502985274739087	6.151534206428437	5.534104212641412	7.290451734518484	6.540446872249733	7.787993838400641	6.259092882730375	6.687622806886153	7.473751535384778	6.708793297276401
SCO0065	5.790317353013054	5.986807072315164	6.009443887804149	6.316117075380114	6.96535185543158	7.05319430118565	6.5720799036846715	6.225689334898453	6.267909923663877	5.684004596636825	5.928729006739797	6.009688454029108	5.9816236064351935	5.9768555597275705	6.012609967945703	5.790781138733307	6.2255890849690765	6.423517166958534	5.791648115969677	5.901474270172741	6.663338477339411	6.826026697264429	7.028165391107502	6.118360109602424	5.983208620169789	6.596078225495003	6.48721667899516
SCO0066	4.747613970361306	4.5994514828025705	4.674927038385238	5.28475048001008	5.559677644813933	6.023895237043337	5.684004596636825	5.3479127844007195	5.466912451043727	4.261651597782009	4.776354814319492	5.565646700151451	4.2887013809061685	4.841860523903133	3.8258842715564176	4.580122769482512	5.578299703893446	4.733868199055874	4.344343048723936	5.466180444299529	5.8504531354739795	5.3259805872663355	6.159841177365456	5.1225787466249795	5.8003059083123185	5.797929392478958	5.196400490739054
SCO0067	5.627141339685964	4.963297200467686	4.919145093110425	4.098927160383099	5.283928366688627	5.623115908072541	5.1756725583586425	5.2617515122788046	5.126166861119042	5.684004596636825	4.932981059606483	4.841860523903133	3.6660164982892294	4.075727731768341	5.045579892167945	4.984861246342275	4.421856671488102	5.570550839651436	4.837596246528657	4.994750295342849	5.659844779705612	4.165379104232405	5.693136654316826	4.716863497168216	4.5524935614259885	4.8849387301197496	5.675821392259632
SCO0068	4.967911230692695	3.7501599209429406	5.105219867021648	5.848248076962871	6.396159988047695	6.140839191420778	6.26801700426747	5.628979258266607	5.652264007693518	0.07407407407407407	4.378394134511352	5.549312412608255	4.539031987029208	4.765849458000028	5.456515087516591	5.06497328522954	5.339248529527579	5.442261093416057	5.418840359879669	5.1112590946516265	6.798210247197773	5.652264007693518	6.839057689427043	5.1225787466249795	5.855830743832341	6.087182713650339	6.195817170353753
SCO0069	5.165618029974442	5.9145137853404295	6.009443887804149	7.097628771963242	9.007452935410477	9.245515154753683	8.885979751392982	7.047995418589106	7.658736595480428	5.170870464046622	6.012609967945703	7.98114567744859	6.009565051616497	6.375257119968714	6.3513868381138625	6.708793297276401	7.391763934929955	7.145773837299671	5.844153026690358	6.139675706181746	9.377723880266476	8.607225890384866	9.883380127133492	7.22935023057874	7.905639786396341	9.360113199966003	7.379586071252874
SCO0070	4.470435303019755	4.734709465016158	4.541642372779956	4.904087046717936	5.758511667999848	5.0736012293876165	5.2466263975445235	4.54434792413614	5.050746640071679	4.673762764622776	4.048755783831442	4.541642372779956	4.2887013809061685	3.4143188953831234	4.509622419423496	4.475444678420436	4.541008807349986	5.157281521308616	4.5498500986642485	5.218157620808729	5.3486677800111755	5.361609498110671	5.770854211186949	4.908494011022273	4.839047797897296	5.53876430556399	4.174690661604497
SCO0071	6.627886702459105	5.679630759343782	5.193988705669787	3.9507925908327826	3.3304074653783906	3.05072503480252	3.3059495183345398	4.393982189015853	3.6654874399152146	6.145275025378199	5.2755930483255815	3.1597172893980576	4.843866825229188	4.480253289916622	5.3292742074798465	5.1837766368028415	4.319917678943889	4.733868199055874	6.092315052608111	5.751079697908435	3.589315951275372	3.164662318739523	3.1674315326754883	4.264197959332935	3.989513991993172	3.300256397497646	3.9175357647569156
SCO0072	9.567362692564526	8.409600926611086	8.443686393156305	8.231334548669947	9.122573669559202	9.349583452149572	9.36810686667123	9.331204605991825	9.254795808233265	9.299635250814124	8.522501664874934	8.532075013064986	7.96692820938385	8.263747355819433	8.7137932353501	9.194548747478086	9.485337473551926	8.948911530579178	9.55680758383467	8.399002527654101	9.060383124475926	8.388659140739476	9.250140160457102	8.99292956789663	9.322817218374576	9.238564558298192	8.963285923711611
