Identifier	F519_33h	F519_41h	F519_45h	F519_49h	F519_53h	F519_57h	F519_61h	F519_65h	F519_69h	F521_33h	F521_41h	F521_45h	F521_49h	F521_53h	F521_57h	F521_61h	F521_65h	F521_69h	F522_33h	F522_41h	F522_45h	F522_49h	F522_53h	F522_57h	F522_61h	F522_65h	F522_69h
SCO0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8818638885241095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO0012	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.0	0.0	0.886104166800214	0.0	1.9483939001803732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.886104166800214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.886104166800214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO0015	0.0	0.0	0.0	0.0	0.0	0.0	1.1083263890224364	0.0	0.886104166800214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.886104166800214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1083263890224364	0.0	0.0	0.0	0.0	0.0
SCO0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.886104166800214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.886104166800214	1.3823539331682955	1.9483939001803732	0.0	0.0	0.0	0.0	0.0	0.0	0.8305486112446584	0.0	1.3823539331682955	1.2148983798032413	0.0	0.0	0.0	0.0	0.0	0.0
SCO0019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.886104166800214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO0020	1.0234196760461185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.886104166800214	1.049624074180912	0.0	0.0	0.0	0.5464773148949432	0.0	1.3487653925902023	1.2148983798032413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO0021	7.201432327316828	6.394756691591908	5.6188777538726935	4.9073849984541695	6.085834869738782	6.040175742377464	5.7348098752903995	5.781424297146097	6.944974311358375	5.170152377993828	7.039700292156821	5.5562582175117825	5.831481215962932	6.580021768565725	5.8497806127722	5.894227469708818	6.187687786976914	5.599697672369875	6.9080767939580054	7.089863633380611	6.725938779576531	4.296863993267367	6.003811583886943	6.290148978899012	6.051410228722366	5.8854172559396485	5.762317601590431
SCO0022	4.85019345625961	4.144009250028624	4.632893926807422	4.431213406401152	4.422980795092572	4.864445657615336	4.498997734812095	4.584923074206872	4.774436943652014	4.395392910717787	4.458316655168361	4.735708474085455	4.663377913271708	4.13244201521816	5.06394628115111	5.316519797980941	4.687036288711467	4.756080021763023	3.4337087085797906	3.80680926361013	3.504073714017549	4.569331223018525	4.734064247442549	4.757204971727598	5.186110884608084	4.927891298268966	4.871229784448753
SCO0025	0.0	2.349139456045947	2.905956747969589	1.5561030051052867	2.6304461817092903	4.022937323419321	3.0163540139365206	3.46377643356951	0.886104166800214	3.2463601380055556	2.83247423824485	2.4457314218270025	0.0	2.718533472574662	3.2539270126373965	2.7535539250182777	3.379500146690741	3.339065943320464	2.810338697277429	1.3823539331682955	2.1452582308266117	3.377175500726225	3.3748508547617093	3.929070582316598	3.070909961582106	2.7514154580290198	2.759183669219946
